-783 | -601.8913419568439
-960 | 32.91142188622325
-105 | 785.4538069016237
-975 | -78.66030472314822
-229 | 168.50426313540447
-850 | -379.41976165480185
-101 | 672.6178360412218
106 | 217.0707296747389
-198 | -547.6189924933783
-306 | 380.9205369382537
-824 | -955.2879425732166
37 | -155.02997229649827
-949 | 645.1310606420939
-917 | -274.1445085544891
932 | 103.54180706767829
-695 | 699.3230172024485
744 | -465.9746334441635
-925 | -786.0690000892105
-155 | 667.0264217928577
-490 | 757.661481847488
652 | 792.8955160640417
-516 | 67.13146275236818
388 | 730.4478799737581
531 | -225.1614922840888
-710 | -470.66978002771884
-72 | 174.84942045289108
283 | -647.7987894125317
-154 | -96.45127128009335
127 | 525.6721375171721
-56 | 201.7994144664267
73 | 680.0825916407521
205 | 474.80255865509343
553 | -337.3082425474589
